PROJECT_ID,PROJECT_DESCR,PROJECT_LOCATIONS_COUNT,PARTNER_DESCR,PointName,POINT_PROJECTS_COUNT,PointType,lat,lng,GeoPrecisionDescr,COUNTRY,ADM1,ADM2,ADM3,LOCALITY,SUB_LOCALITY,NEIGHBOURHOOD
82844,00082844 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77260,"00077260 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77260,"00077260 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77260,"00077260 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77260,"00077260 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77260,"00077260 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77260,"00077260 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77260,"00077260 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77260,"00077260 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77260,"00077260 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77260,"00077260 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89532,"00089532 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89532,"00089532 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89532,"00089532 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89532,"00089532 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89532,"00089532 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89532,"00089532 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89532,"00089532 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89532,"00089532 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89532,"00089532 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89532,"00089532 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89539,"00089539 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89539,"00089539 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89539,"00089539 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89539,"00089539 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89539,"00089539 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89539,"00089539 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89539,"00089539 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89539,"00089539 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89539,"00089539 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89539,"00089539 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89543,"00089543 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89543,"00089543 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89543,"00089543 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89543,"00089543 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89543,"00089543 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89543,"00089543 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89543,"00089543 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89543,"00089543 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89543,"00089543 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89543,"00089543 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89545,"00089545 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89545,"00089545 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89545,"00089545 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89545,"00089545 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89545,"00089545 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89545,"00089545 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89545,"00089545 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89545,"00089545 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89545,"00089545 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89545,"00089545 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89605,"00089605 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89605,"00089605 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89605,"00089605 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89605,"00089605 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89605,"00089605 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89605,"00089605 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89605,"00089605 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89605,"00089605 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89605,"00089605 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89605,"00089605 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77261,"00077261 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77261,"00077261 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77261,"00077261 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77261,"00077261 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77261,"00077261 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77261,"00077261 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77261,"00077261 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77261,"00077261 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77261,"00077261 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77261,"00077261 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77262,"00077262 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77262,"00077262 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77262,"00077262 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77262,"00077262 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77262,"00077262 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77262,"00077262 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77262,"00077262 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77262,"00077262 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77262,"00077262 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77262,"00077262 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77263,"00077263 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77263,"00077263 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77263,"00077263 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77263,"00077263 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77263,"00077263 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77263,"00077263 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77263,"00077263 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77263,"00077263 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77263,"00077263 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77263,"00077263 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77264,"00077264 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77264,"00077264 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77264,"00077264 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77264,"00077264 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77264,"00077264 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77264,"00077264 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77264,"00077264 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77264,"00077264 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
