recipient-country-code,recipient-country,recipient-country-percentage,transaction-type,transaction-date,default-currency,transaction-value,transaction_ref,transaction_value_currency,transaction_value_value-date,transaction_provider-org,transaction_provider-org_ref,transaction_provider-org_provider-activity-id,transaction_receiver-org,transaction_receiver-org_ref,transaction_receiver-org_receiver-activity-id,transaction_description,transaction_flow-type_code,transaction_finance-type_code,transaction_aid-type_code,transaction_tied-status_code,transaction_disbursement-channel_code,transaction_recipient-country-code,transaction_recipient-country,transaction_recipient-region-code,transaction_recipient-region,transaction_sector-code,transaction_sector,transaction_sector-vocabulary,transaction_sector-vocabulary-code,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code
IN,India,100,D,2013-06-30,USD,343997,,,2013-06-30,International Development Association,44002,,,,,Total Disbursement in Second Quarter of 2013,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,IR,2013-06-30,USD,-1542,,,2013-06-30,International Development Association,44002,,,,,Total Interest Repayment in Second Quarter of 2013,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,D,2013-09-30,USD,557473,,,2013-09-30,International Development Association,44002,,,,,Total Disbursement in Third Quarter of 2013,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,D,2013-12-31,USD,1613040,,,2013-12-31,International Development Association,44002,,,,,Total Disbursement in Fourth Quarter of 2013,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,IR,2013-12-31,USD,-7589,,,2013-12-31,International Development Association,44002,,,,,Total Interest Repayment in Fourth Quarter of 2013,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,C,2014-03-31,USD,-97214207,,,2014-03-31,International Development Association,44002,,,,,Cancellations of earlier commitments,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,D,2014-03-31,USD,2298192,,,2014-03-31,International Development Association,44002,,,,,Total Disbursement in First Quarter of 2014,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,D,2014-06-30,USD,8244401,,,2014-06-30,International Development Association,44002,,,,,Total Disbursement in Second Quarter of 2014,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,IR,2014-06-30,USD,-42149,,,2014-06-30,International Development Association,44002,,,,,Total Interest Repayment in Second Quarter of 2014,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,D,2014-12-31,USD,10129698,,,2014-12-31,International Development Association,44002,,,,,Total Disbursement in Fourth Quarter of 2014,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,IR,2014-12-31,USD,-124408,,,2014-12-31,International Development Association,44002,,,,,Total Interest Repayment in Fourth Quarter of 2014,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,D,2015-03-31,USD,9799477,,,2015-03-31,International Development Association,44002,,,,,Total Disbursement in First Quarter of 2015,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,D,2015-06-30,USD,8337512,,,2015-06-30,International Development Association,44002,,,,,Total Disbursement in Second Quarter of 2015,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,IR,2015-06-30,USD,-254686,,,2015-06-30,International Development Association,44002,,,,,Total Interest Repayment in Second Quarter of 2015,10,410,,,,,,,,,,,,44000-P107648,1,2015-09-29 00:00:00,en,World Bank Group,44000,Multilateral,40,National Dairy Support Project,"The development objectives of the National Dairy Support Project for India are to increase the productivity of milch animals and improve market access of milk producers in project areas. Under this restructuring, a partial cancellation, at the request of the Recipient, of United States (U.S.) 97 million dollars equivalent is presented to reflect cost savings due to exchange rate fluctuation.",2,2011-05-03,2019-11-29,2012-03-15,2019-11-29,NATIONAL DAIRY DEVELOPMENT BOARD,,,,International Development Association,44002,Multilateral,40,International Development Association,44002,Multilateral,40,NATIONAL DAIRY DEVELOPMENT BOARD,,,,,,,0077;0078;AB;YA;AJ;31194;31163,;;;;;Agricultural co-operatives;Livestock,17;83;4;14;82;17;83,;;;;;OECD Development Assistance Committee;OECD Development Assistance Committee,WBTheme;WBTheme;WBSector;WBSector;WBSector;DAC;DAC,2,,,C01,5
IN,India,100,C,1998-01-01,USD,44544.550842,,,1998-01-01,,,,,,,,,,,,,,,,,,,,,SE-0-SE-6-7400013001-IND-14010,2,2015-09-22 00:00:00,en,Sweden,SE-0,Government,10,DIAKONIA Ram 98,"Aktiviteten ""DIAKONIA Ram 98"" saknar en beskrivande text. Kontrollera om det finns dokument knutna till aktiviteten eller kontakta Sida för att få mer information. Ring 08–698 50 00 eller skicka e-post till sida@sida.se.",4,,,1998-01-01,1999-06-28,Diakonia,,,,Sweden,SE-0,Government,10,Swedish International Development Cooperation Agency,SE-6,Government,10,Donor country-based NGO,22000,National NGO,22,,,,14010,Water resources policy and administrative management,100,OECD Development Assistance Committee,DAC,1,110,10,C01,
IN,India,100,D,1998-12-28,USD,44544.550842,,,1998-01-01,,,,,,,,,,,,,,,,,,,,,SE-0-SE-6-7400013001-IND-14010,2,2015-09-22 00:00:00,en,Sweden,SE-0,Government,10,DIAKONIA Ram 98,"Aktiviteten ""DIAKONIA Ram 98"" saknar en beskrivande text. Kontrollera om det finns dokument knutna till aktiviteten eller kontakta Sida för att få mer information. Ring 08–698 50 00 eller skicka e-post till sida@sida.se.",4,,,1998-01-01,1999-06-28,Diakonia,,,,Sweden,SE-0,Government,10,Swedish International Development Cooperation Agency,SE-6,Government,10,Donor country-based NGO,22000,National NGO,22,,,,14010,Water resources policy and administrative management,100,OECD Development Assistance Committee,DAC,1,110,10,C01,
IN,India,,C,2008-01-01,GBP,874305,,,2008-01-01,,,,,,,,,,,,,,,,,,,,,GB-1-108078-102,2,2014-09-02 00:00:00,en,Department for International Development,GB-1,Government,10,NOTFORPROFITORG and P0053 for IPAP,Title: NOTFORPROFITORG and P0053 for IPAP,4,2008-01-01,2014-03-30,2008-01-01,2014-03-30,,,,,UNITED KINGDOM,GB,Government,10,Department for International Development,GB-1,Government,10,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,,,,,15150,Democratic participation and civil society,,OECD Development Assistance Committee,DAC,3,110,10,C01,5
IN,India,,E,2009-06-30,GBP,874305,,GBP,2009-06-30,Department for International Development,GB-1,,,,,Aggregated spend data - Financial Year 2009 Quarter 1,,,,,,,,,,,,,,GB-1-108078-102,2,2014-09-02 00:00:00,en,Department for International Development,GB-1,Government,10,NOTFORPROFITORG and P0053 for IPAP,Title: NOTFORPROFITORG and P0053 for IPAP,4,2008-01-01,2014-03-30,2008-01-01,2014-03-30,,,,,UNITED KINGDOM,GB,Government,10,Department for International Development,GB-1,Government,10,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,20000,,,,,,15150,Democratic participation and civil society,,OECD Development Assistance Committee,DAC,3,110,10,C01,5
IN,India,100,2,2014-03-25,USD,5084104,,,2014-03-25,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP1105725,Research Triangle Institute,,,,,,,,2,,,,,,,,,DAC-1601-OPP1105725,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,Research Triangle Institute,to deliver a better sanitation solution to people who lack sufficient access to safe and effective sanitation,2,2014-03-25,2017-03-31,2014-03-25,2017-03-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Research Triangle Institute,,,,,,,14032,Basic sanitation,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,2,2015-08-10,USD,383099,,,2015-08-10,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP1105725,Research Triangle Institute,,,,,,,,2,,,,,,,,,DAC-1601-OPP1105725,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,Research Triangle Institute,to deliver a better sanitation solution to people who lack sufficient access to safe and effective sanitation,2,2014-03-25,2017-03-31,2014-03-25,2017-03-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Research Triangle Institute,,,,,,,14032,Basic sanitation,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2014-04-03,USD,1982500,,,2014-04-03,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP1105725,Research Triangle Institute,,,,,,,,3,,,,,,,,,DAC-1601-OPP1105725,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,Research Triangle Institute,to deliver a better sanitation solution to people who lack sufficient access to safe and effective sanitation,2,2014-03-25,2017-03-31,2014-03-25,2017-03-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Research Triangle Institute,,,,,,,14032,Basic sanitation,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2014-12-04,USD,1699313,,,2014-12-04,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP1105725,Research Triangle Institute,,,,,,,,3,,,,,,,,,DAC-1601-OPP1105725,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,Research Triangle Institute,to deliver a better sanitation solution to people who lack sufficient access to safe and effective sanitation,2,2014-03-25,2017-03-31,2014-03-25,2017-03-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Research Triangle Institute,,,,,,,14032,Basic sanitation,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2015-08-13,USD,383099,,,2015-08-13,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP1105725,Research Triangle Institute,,,,,,,,3,,,,,,,,,DAC-1601-OPP1105725,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,Research Triangle Institute,to deliver a better sanitation solution to people who lack sufficient access to safe and effective sanitation,2,2014-03-25,2017-03-31,2014-03-25,2017-03-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Research Triangle Institute,,,,,,,14032,Basic sanitation,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,,USD,109052.82,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-37308e50,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,N/A,,0,2013-10-01,2014-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3000,,100,,99,1,110,10,G01,5
IN,India,100,2,2009-02-18,USD,2265448,,,2009-02-18,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP30183_01,American University,,,,,,,,2,,,,,,,,,DAC-1601-OPP30183_01,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,American University,to implement structural interventions for HIV prevention among high-risk groups in India,3,2009-01-07,2014-12-31,2009-01-07,2014-12-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,American University,,,,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,2,2010-11-24,USD,-1392527.31,,,2010-11-24,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP30183_01,American University,,,,,,,,2,,,,,,,,,DAC-1601-OPP30183_01,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,American University,to implement structural interventions for HIV prevention among high-risk groups in India,3,2009-01-07,2014-12-31,2009-01-07,2014-12-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,American University,,,,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,2,2011-03-31,USD,1392527.31,,,2011-03-31,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP30183_01,American University,,,,,,,,2,,,,,,,,,DAC-1601-OPP30183_01,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,American University,to implement structural interventions for HIV prevention among high-risk groups in India,3,2009-01-07,2014-12-31,2009-01-07,2014-12-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,American University,,,,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,2,2015-04-09,USD,-39.93,,,2015-04-09,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP30183_01,American University,,,,,,,,2,,,,,,,,,DAC-1601-OPP30183_01,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,American University,to implement structural interventions for HIV prevention among high-risk groups in India,3,2009-01-07,2014-12-31,2009-01-07,2014-12-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,American University,,,,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2009-03-19,USD,1579086,,,2009-03-19,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP30183_01,American University,,,,,,,,3,,,,,,,,,DAC-1601-OPP30183_01,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,American University,to implement structural interventions for HIV prevention among high-risk groups in India,3,2009-01-07,2014-12-31,2009-01-07,2014-12-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,American University,,,,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2009-08-20,USD,686362,,,2009-08-20,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP30183_01,American University,,,,,,,,3,,,,,,,,,DAC-1601-OPP30183_01,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,American University,to implement structural interventions for HIV prevention among high-risk groups in India,3,2009-01-07,2014-12-31,2009-01-07,2014-12-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,American University,,,,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2010-11-24,USD,-1392527.31,,,2010-11-24,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP30183_01,American University,,,,,,,,3,,,,,,,,,DAC-1601-OPP30183_01,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,American University,to implement structural interventions for HIV prevention among high-risk groups in India,3,2009-01-07,2014-12-31,2009-01-07,2014-12-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,American University,,,,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2011-05-05,USD,658538,,,2011-05-05,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP30183_01,American University,,,,,,,,3,,,,,,,,,DAC-1601-OPP30183_01,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,American University,to implement structural interventions for HIV prevention among high-risk groups in India,3,2009-01-07,2014-12-31,2009-01-07,2014-12-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,American University,,,,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
